med_r,voter_r,population,med_z,med_s,voter_z,voter_s
0.218,0.7716,9.540075680658964,0.019532841261722042,0.000151821,0.6514289594488386,0.005054662
0.19,0.899,11.294844079248284,-0.451354848,-0.008411499,1.4588872897971694,0.027006275310427222
0.23199999999999998,0.7578,10.824785726220822,0.2549766860287364,0.003762644,0.5639648702902287,0.008309046
0.337,0.3342,10.687845613149458,2.0208055217813468,0.027609773388783773,-2.120802388,-0.028961544
0.217,0.8665,11.171969190058952,0.002715424,4.772894051000805e-05,1.252903021851167,0.021852340346767085
0.182,0.7562000000000001,11.281031237928802,-0.585894188,-0.01083434,0.5538241063298105,0.010243448384891296
0.263,0.7291,10.553701135710886,0.7763166280128407,0.009981958,0.38206491675021986,0.004921398
0.218,0.7746999999999999,11.556272269473594,0.019532841261722042,0.000416011,0.6710766896221496,0.014223245
0.233,0.8565999999999999,9.755045547,0.2717941035120951,0.002350475,1.190157044846076,0.010263887178226414
0.22899999999999998,0.8625,10.364198134870271,0.2045244335786618,0.002398443,1.2275511119501206,0.014334850052923828
0.223,0.8820999999999999,10.195783962538654,0.10361992867851305,0.001117507,1.3517754704652472,0.014509761
0.36200000000000004,0.2193,9.109967397829395,2.441240958865302,0.015222061,-2.849036,-0.017748683
0.313,0.4621,9.665230363,1.6171875021807498,0.013319644345604916,-1.310175069,-0.01080068
0.21,0.7514,9.758577381,-0.115006499,-0.000996803,0.5234018144485539,0.004530927
0.225,0.7347,11.528277024474665,0.13725476364522946,0.00288015,0.41755759061168524,0.008743997
0.212,0.8538,10.882321065382621,-0.081371664,-0.001236921,1.172410707915344,0.017717992
0.22899999999999998,0.44189999999999996,13.397668166334368,0.2045244335786618,0.010897843,-1.438202214,-0.074783998
0.203,0.8775,9.586308009295324,-0.232728421,-0.00185012,1.322620774079044,0.010482584156267977
0.184,0.7526999999999999,11.437220834219913,-0.552259353,-0.011041056,0.5316411851663938,0.010630396646080792
0.21100000000000002,0.8081999999999999,10.444037013468341,-0.098189081,-0.001198852,0.8833989350434137,0.010749845
0.187,0.6331,11.851160432781834,-0.501807101,-0.012333617,-0.226380921,-0.005577389
0.17,0.7136,11.323965925436088,-0.787703198,-0.014860906,0.283826266,0.005372743
0.32899999999999996,0.311,9.332469505209247,1.8862661819144801,0.013155355833884181,-2.267843466,-0.015801608
0.28800000000000003,0.2151,9.973573160102816,1.1967520650967958,0.01150728,-2.875655506,-0.027491086
0.171,0.5368999999999999,12.72132147249381,-0.77088578,-0.029097347,-0.836094354,-0.031530192
0.28800000000000003,0.5164,9.953562605168434,1.1967520650967958,0.011393183,-0.966022892,-0.009203765
0.20800000000000002,0.9055,10.33449044443213,-0.148641334,-0.001717812,1.5000841433863696,0.017241104069483922
0.20600000000000002,0.8549,11.440559052344039,-0.182276169,-0.003659752,1.1793824831381319,0.023512338096952926
0.23199999999999998,0.5772999999999999,12.93118350129551,0.2549766860287364,0.010760221,-0.580040064,-0.024358455
0.244,0.613,10.046201654735302,0.45678569582903483,0.004565789,-0.353774268,-0.003537413
0.26,0.341,12.343061180346144,0.7258643755627661,0.022729847613644088,-2.077704141,-0.06404162
0.196,0.7579,11.69098796,-0.350450343,-0.007962915,0.5645986680377548,0.012806759719774545
0.376,0.2847,9.267759862843668,2.6766848036323156,0.018041958671143516,-2.434532273,-0.016419345
0.256,0.6142,9.890706218171395,0.6585947056293333,0.006087296,-0.346168695,-0.003202821
0.242,0.6224000000000001,10.401197541154744,0.42315086086231846,0.005050231,-0.29419728,-0.003513082
0.221,0.8219,10.039459714059342,0.069985094,0.000698121,0.9702292264544982,0.009647982
0.259,0.4874,10.877046692200675,0.7090469580794079,0.010714025838154903,-1.149824239,-0.017333293
0.16699999999999998,0.8172,11.333715063509652,-0.83815545,-0.015884182,0.940440732,0.017810276172057986
0.145,0.6986,12.181190640006093,-1.208138635,-0.034736036,0.1887566037547406,0.005484948
0.326,0.29109999999999997,9.529739110979532,1.8358139294644065,0.014125838405463482,-2.393969217,-0.018392389
0.23399999999999999,0.6662,11.318017024670775,0.28861152099545284,0.005446958,-0.016593866,-0.000313737
0.222,0.7448999999999999,10.636239987688432,0.086802511,0.001166744,0.482204961,0.006469491
0.203,0.5976,12.178989177120432,-0.232728421,-0.006752248,-0.451379121,-0.013066784
0.223,0.856,11.112791123046865,0.10361992867851305,0.001767168,1.1863542583609195,0.020101146
0.217,0.7751,9.774574052442789,0.002715424,2.3732577481821496e-05,0.6736118806122546,0.005875306
0.35700000000000004,0.34090000000000004,9.364776725280601,2.357153871448511,0.016686049,-2.078337939,-0.014722712
0.207,0.9157,10.10577512197096,-0.165458751,-0.001705544,1.564731513634038,0.016047627671025258
0.217,0.4936,8.052296499538647,0.002715424,1.0031344629610566e-05,-1.110528779,-0.004096693
0.18100000000000002,0.42369999999999997,8.623533227187563,-0.602711606,-0.002959567,-1.553553404,-0.007616151
0.215,0.4366,12.583913013226207,-0.030919411,-0.001100567,-1.471793495,-0.051426973
0.527,0.3996,11.177704445250573,5.216114843619402,0.088862667,-1.706298661,-0.029759101
0.361,0.6099,11.785590341661784,2.424423541381943,0.056715149,-0.373421998,-0.008892943
0.34299999999999997,0.3936,11.808731944865427,2.121710026681495,0.050336826,-1.744326526,-0.041524019
0.36700000000000005,0.6836,10.889248375343252,2.525328046282093,0.038010588,0.093686942,0.001428969
0.366,0.7362000000000001,10.524601530196241,2.5085106287987338,0.031540884462633596,0.427064557,0.005420632
0.319,0.6977,9.040382074165628,1.7180920070808992,0.010364570411276426,0.18305242402700508,0.001107877
0.385,0.7175,9.927643436,2.8280415609825393,0.026432400867775284,0.30854437803718543,0.002908225
0.14400000000000002,0.512,15.155005983602367,-1.224956053,-0.148359814,-0.993909993,-0.121905455
0.331,0.7757999999999999,12.207002213348106,1.9199010168811974,0.055474072284203674,0.6780484648449373,0.019856858133629602
0.456,0.5814,11.584771595373091,4.022078202300971,0.0841552,-0.554054356,-0.011921316
0.297,0.4183,13.795576181989619,1.3481088224470186,0.085161155,-1.587778483,-0.099678481
0.304,0.6057,12.836732533078296,1.4658307448305261,0.057971118,-0.400041504,-0.016072817
0.408,0.40259999999999996,10.766799359619396,3.214842163099777,0.045387567344793184,-1.687284729,-0.024012921
0.29,0.665,12.25976979833356,1.2303869000635113,0.036765237,-0.024199439,-0.000732587
0.39399999999999996,0.5975,12.184598722396833,2.9793983183327626,0.084141887,-0.452012919,-0.013121627
0.26899999999999996,0.7123,9.853193758,0.877221133,0.007952147,0.2755868951658251,0.002503016
0.301,0.7319,9.992093490870152,1.4153784923804515,0.013725221128087722,0.39981125368095255,0.003890554
0.221,0.7757,10.633761910177357,0.069985094,0.000939605,0.6774146670974112,0.009068946
0.188,0.6214,12.307450741872364,-0.484989683,-0.014961,-0.300535257,-0.009289678
0.23600000000000002,0.8162999999999999,10.516048127536894,0.32224635596216966,0.004074664,0.9347365525930328,0.011787221064085331
0.294,0.6896,9.350797725,1.297656569996944,0.009146563,0.13171480647738598,0.000931072
0.23199999999999998,0.8001999999999999,8.588210678651517,0.2549766860287364,0.001230865,0.8326951152413207,0.00401582
0.22699999999999998,0.6474,10.219975716829579,0.1708895986119454,0.001864932,-0.135747843,-0.001481625
0.358,0.47509999999999997,9.375854810453756,2.3739712889318683,0.016897156,-1.227781362,-0.008764335
0.28300000000000003,0.5911,10.043032079974024,1.1126649776800048,0.011078524499962022,-0.492575975,-0.004915131
0.257,0.7989,9.685518092495647,0.6754121231126915,0.005634923,0.8244557445234815,0.006875387
0.22399999999999998,0.8317,10.164697304656794,0.1204373461618708,0.001278773,1.0323414057120623,0.010924056737451416
0.255,0.8311,9.069813136839207,0.641777288,0.003937885,1.028538619226905,0.006305779
0.303,0.6759000000000001,10.108548596299572,1.449013327347168,0.014887658105472878,0.044884515,0.00046351
0.285,0.69,9.965193941972107,1.146299813,0.010978142775380078,0.13424999746749033,0.0012901
0.28300000000000003,0.6754000000000001,11.476707439235586,1.1126649776800048,0.022594388,0.041715526,0.000853677
0.251,0.7809999999999999,11.034050602436064,0.5745076182125423,0.009394412,0.7110059477162975,0.011617281
0.33899999999999997,0.47869999999999996,10.83765749449752,2.0544403567480622,0.030223396791027948,-1.204964643,-0.017807234
0.29,0.7273999999999999,9.790878608153474,1.2303869000635113,0.010800594,0.37129035504227487,0.00326792
0.28300000000000003,0.6377,9.001592700945706,1.1126649776800048,0.006592118,-0.197226224,-0.001170707
0.34600000000000003,0.515,9.473319831787592,2.1721622791315705,0.016236703139323558,-0.974896061,-0.007310436
0.29,0.6603,9.826012379256717,1.2303869000635113,0.010991258858960747,-0.053987934,-0.000484066
0.23800000000000002,0.6492,11.637238246469396,0.3558811909288861,0.007872142,-0.124339484,-0.002755347
0.264,0.8007,9.805047479722875,0.7931340454961989,0.007021171,0.8358641039789518,0.007398453
0.261,0.8011,9.412872969386267,0.7426817930461243,0.005406952,0.838399295,0.006102315
0.253,0.67,11.47235343920518,0.6081424531792586,0.012367923,0.007490448,0.00015299
0.221,0.8362,9.789926840312962,0.069985094,0.000616251,1.060862304,0.00931295
0.271,0.7975,10.647565461764616,0.9108559678797064,0.012264693837227609,0.8155825760581148,0.010986828
0.306,0.6886,10.026103336076316,1.4994655797972425,0.014784403707265517,0.12537682900212435,0.001242109
0.265,0.7511,10.401926780651069,0.8099514629795571,0.009654479,0.5215004212059756,0.006223721
0.281,0.7256999999999999,9.531626451841742,1.0790301427132882,0.008327677,0.3605157933343299,0.002787782
0.265,0.7867000000000001,10.509086848575649,0.8099514629795571,0.010183964759758463,0.7471324193252897,0.009396727
0.25,0.8192,9.524859098381523,0.5576902007291841,0.004295654,0.9531166872712923,0.007333632
0.285,0.7349,9.797960356321203,1.146299813,0.010100660761484736,0.4188251861067374,0.003698817
0.319,0.39189999999999997,11.257194153750275,1.7180920070808992,0.031163466953191176,-1.755101088,-0.031826897
0.285,0.7469,10.14800112958653,1.146299813,0.012024398810933179,0.4948809158098769,0.005203702
0.303,0.6834,8.941807118363164,1.449013327347168,0.008326935,0.092419346,0.00053255
0.282,0.8096,9.765087182800102,1.0958475601966455,0.009500702,0.8922721035087804,0.00774057
0.35700000000000004,0.46869999999999995,9.251866118804681,2.357153871448511,0.015775293,-1.268344418,-0.008510406
0.249,0.742,9.556338521,0.5408727832458259,0.004232303,0.4638248261810949,0.00363017
0.251,0.7642,9.485772721999046,0.5745076182125423,0.004339482,0.6045279261319029,0.004565876
0.244,0.8004000000000001,10.014715819221838,0.45678569582903483,0.004494585,0.8339627107363743,0.008195185
0.231,0.7585,11.13248462,0.23815926854537867,0.004098502,0.5684014545229114,0.009762186
0.257,0.7846,9.662498208076329,0.6754121231126915,0.005570563,0.7338226666272397,0.006051291
0.235,0.7935,9.720345659358271,0.30542893847881103,0.002595695,0.7902306661570683,0.006706134
0.294,0.7494,10.67964227207968,1.297656569996944,0.017720783,0.5107258594980306,0.007001156
0.321,0.6496999999999999,10.746777391525793,1.7517268420476155,0.024675724668999855,-0.121170495,-0.001720915
0.32299999999999995,0.5693,9.005650499,1.785361677014331,0.010584135737909202,-0.630743884,-0.003748243
0.242,0.8058,9.157677719392877,0.42315086086231846,0.002714182,0.868187789,0.0055632
0.337,0.6887000000000001,9.104646467417119,2.0208055217813468,0.012578889360336822,0.12601062674965113,0.000787638
0.22399999999999998,0.8125,9.027618735160889,0.1204373461618708,0.000724375,0.9106522381870392,0.005468095
0.312,0.5861,10.170456583390367,1.6003700846973916,0.016947137401213598,-0.524265862,-0.005574206
0.249,0.7764,9.253878673990666,0.5408727832458259,0.003639054,0.6818512513300945,0.004586054
0.39899999999999997,0.4249,9.987690823818202,3.0634854057495535,0.029472602597311288,-1.545947831,-0.01495185
0.243,0.8595999999999999,9.331761227180522,0.43996827834567664,0.003078306,1.209170977271861,0.008444228
0.297,0.8096,10.109810426119994,1.3481088224470186,0.013864747274533741,0.8922721035087804,0.009191915
0.258,0.843,9.936051543409391,0.6922295405960497,0.006543848,1.1039605511825183,0.010421777206023053
0.264,0.7490000000000001,11.030914029720199,0.7931340454961989,0.012932820284945848,0.5081906685079269,0.008300177
0.235,0.8212999999999999,9.072800958,0.30542893847881103,0.001878234,0.96642644,0.005934613
0.273,0.37670000000000003,12.855132088163366,0.9444908028464227,0.037990416,-1.851438346,-0.073439147
0.268,0.8088,9.796403329926454,0.8604037154296317,0.007582324,0.8872017215285709,0.007817833
0.36,0.4865,10.249131882325754,2.4076061238985846,0.026426975348861327,-1.155528419,-0.012746598
0.21100000000000002,0.6898000000000001,11.581686309541016,-0.098189081,-0.002116724,0.13298240197243885,0.002866036
0.26,0.8608,9.326611153641569,0.7258643755627661,0.005062047,1.2167765502421755,0.008475395
0.28,0.8542000000000001,9.011279491,1.062212725,0.006324357,1.174945898905449,0.006993917
0.262,0.6759000000000001,11.742003373105955,0.7594992105294824,0.017642152015016947,0.044884515,0.001048748
0.273,0.8001999999999999,9.744374580879056,0.9444908028464227,0.008108105,0.8326951152413207,0.007150793
0.262,0.8038,9.756378687497916,0.7594992105294824,0.006562843,0.8555118341522628,0.007390337
0.28800000000000003,0.7973,9.424967763522053,1.1967520650967958,0.008755244,0.8143149805630626,0.005963259
0.28800000000000003,0.66,10.636792507070695,1.1967520650967958,0.016006287,-0.055889327,-0.000751545
0.261,0.7903,9.758172721371269,0.7426817930461243,0.006423598,0.7699491382362312,0.006658887
0.222,0.5171,12.221281403816127,0.086802511,0.002576025,-0.961586308,-0.028274917
0.263,0.795,11.252547227045794,0.7763166280128407,0.01413598,0.7997376323699611,0.014560243
0.289,0.6527,8.890135107818843,1.213569482580153,0.006799716,-0.102156562,-0.000573637
0.253,0.7947,10.00717166381301,0.6081424531792586,0.005958286,0.7978362391273821,0.007811716
0.17800000000000002,0.2102,14.227799662886934,-0.653163858,-0.051909872,-2.906711595,-0.213763942
0.2,0.3293,7.069023426578259,-0.283180673,-0.000639698,-2.151858478,-0.004853859
0.163,0.6257,10.54773331,-0.90542512,-0.011600692,-0.273281954,-0.003511403
0.22699999999999998,0.4991,12.301382825334498,0.1708895986119454,0.005273726,-1.075669903,-0.03286591
0.182,0.6279,10.727180422942716,-0.585894188,-0.008221235,-0.259338404,-0.003644875
0.263,0.6286999999999999,9.972033657571142,0.7763166280128407,0.00746954,-0.254268022,-0.002450815
0.18600000000000003,0.29359999999999997,13.863371719315614,-0.518624518,-0.034579836,-2.378124274,-0.150809583
0.237,0.5679,10.261511586044156,0.3390637734455274,0.003775363,-0.639617052,-0.007113589
0.163,0.5462,12.106572700906344,-0.90542512,-0.025168276,-0.777151163,-0.021630553
0.33399999999999996,0.509,13.743423619069373,1.970353269331271,0.11945082034285025,-1.012923926,-0.062912463
0.267,0.6612,10.244307467150762,0.8435862979462735,0.009294545,-0.048283754,-0.000533621
0.23,0.3357,11.810233558266628,0.22134185106202048,0.005343222,-2.111295422,-0.050131365
0.354,0.4914,12.06984046620526,2.306701618998435,0.062070247502719285,-1.124472329,-0.030626591
0.19899999999999998,0.49920000000000003,9.828009411,-0.299998091,-0.00269046,-1.075036105,-0.009617761
0.32899999999999996,0.5927,13.640717788590976,1.8862661819144801,0.10913722908340755,-0.482435211,-0.028839528
0.29100000000000004,0.6042000000000001,11.93807554639479,1.2472043175468703,0.031789762,-0.40954847,-0.010519919
0.242,0.4918,11.076975375849345,0.42315086086231846,0.007075311,-1.121937138,-0.018681888
0.21,0.758,10.460098831451251,-0.115006499,-0.001415402,0.5652324657852809,0.006942959
0.40299999999999997,0.3191,16.099789613213115,3.1307550756829863,0.4595227558765777,-2.216505848,-0.368613437
0.298,0.5921,11.924140676170074,1.3649262399303768,0.034513672,-0.486237997,-0.012394829
0.16,0.16690000000000002,12.438806066699687,-0.955877373,-0.031301347,-3.18114602,-0.101268444
0.19,0.5915,9.811975152030021,-0.451354848,-0.004013689,-0.490040784,-0.004357181
0.23600000000000002,0.345,11.383283641013712,0.32224635596216966,0.006281648,-2.052352231,-0.039524679
0.324,0.5088,12.45212380262344,1.802179094,0.058785351,-1.014191521,-0.033406573
0.225,0.7181000000000001,9.178436822963175,0.13725476364522946,0.000890132,0.3123471645223427,0.002024853
0.174,0.37829999999999997,9.561138078742038,-0.720433528,-0.005648098,-1.841297582,-0.014390854
0.26899999999999996,0.33549999999999996,12.93617113917886,0.877221133,0.036760734,-2.112563018,-0.086778496
0.188,0.3106,11.82396267061959,-0.484989683,-0.011761662,-2.270378657,-0.054194066
0.16899999999999998,0.4213,11.500488444866546,-0.804520615,-0.016568569,-1.56876455,-0.032124214
0.20199999999999999,0.4708,14.917527710166784,-0.249545838,-0.028252021,-1.255034665,-0.135809377
0.163,0.5278,12.761198368192732,-0.90542512,-0.034789991,-0.893769949,-0.034347843
0.18,0.5687,9.903837491300417,-0.619529023,-0.00576459,-0.63454667,-0.005904038
0.29,0.49310000000000004,14.599248161414554,1.2303869000635113,0.11467577244174956,-1.113697767,-0.104283559
0.262,0.384,14.165313543994131,0.7594992105294824,0.058356163,-1.80517111,-0.134209254
0.22399999999999998,0.4232,10.919967451665618,0.1204373461618708,0.001865133,-1.556722393,-0.023918984
0.309,0.4968,14.526109565637881,1.549917832247317,0.13777741452986225,-1.090247251,-0.098664702
0.165,0.40149999999999997,14.945399589843673,-0.871790285,-0.097351902,-1.694256504,-0.181637918
0.177,0.1553,13.59888943926459,-0.669981276,-0.039072054,-3.254666559,-0.178288572
0.266,0.4892,13.437620732825241,0.8267688804629153,0.044390393699840845,-1.13841588,-0.060734292
0.177,0.4307,12.504831888959776,-0.669981276,-0.022747256,-1.509187562,-0.050703428
0.161,0.2318,13.484852784541692,-0.939059955,-0.051483077,-2.769811282,-0.145726674
0.23800000000000002,0.35119999999999996,12.95724106203644,0.3558811909288861,0.015191388490402708,-2.013056771,-0.083676185
0.147,0.2811,14.393045968962648,-1.1745038,-0.09941563,-2.457348992,-0.198068881
0.19899999999999998,0.2086,12.477556736138174,-0.299998091,-0.010093415,-2.916852359,-0.094932823
0.215,0.6697,12.085164105569966,-0.030919411,-0.000857731,0.005589055,0.000155083
0.155,0.6078,8.083328608786376,-1.03996446,-0.003896647,-0.386731751,-0.001450283
0.226,0.5799,10.712193073730345,0.15407218112858767,0.002150364,-0.563561323,-0.007849853
0.20600000000000002,0.37060000000000004,12.932035455031743,-0.182276169,-0.007703804,-1.890100008,-0.077772646
0.182,0.2523,13.089588087809064,-0.585894188,-0.026610262,-2.639882743,-0.11561422
0.27899999999999997,0.5418,13.150859479257456,1.045395307746571,0.048553428,-0.805038264,-0.037547568
0.253,0.645,11.45885991036523,0.6081424531792586,0.012285123184321374,-0.150958989,-0.003059467
0.248,0.6973999999999999,11.058212337893119,0.5240553657624677,0.008675769,0.1811510307844261,0.003004944
0.213,0.5277000000000001,9.531408863445597,-0.064554246,-0.000499526,-0.894403747,-0.006905488
0.336,0.5920000000000001,12.999470056454197,2.0039881042979886,0.085028358,-0.486871795,-0.021180587
0.18100000000000002,0.5974,10.921702904132209,-0.602711606,-0.009317495,-0.452646717,-0.007003316
0.205,0.41,13.62109779628085,-0.199093586,-0.011858273,-1.640383696,-0.094586482
0.215,0.3007,12.210308660935103,-0.030919411,-0.000913098,-2.333124634,-0.067210286
0.26,0.6149,11.186571861870178,0.7258643755627661,0.012794526676773938,-0.341732111,-0.006038
0.22,0.4415,12.998166567400208,0.053167676228438446,0.002327028,-1.440737405,-0.061677727
0.28300000000000003,0.5396,9.645040605352682,1.1126649776800048,0.009085858,-0.818981815,-0.006693331
0.187,0.385,13.256899515103425,-0.501807101,-0.02479632,-1.798833132,-0.08674506
0.19899999999999998,0.5578,9.399637542506563,-0.299998091,-0.002172127,-0.703630625,-0.005089426
0.265,0.8412999999999999,8.239593454305968,0.8099514629795571,0.003282141,1.0931859894745735,0.004428109
0.282,0.6834,8.779403598,1.0958475601966455,0.005811418,0.092419346,0.000491022
0.16699999999999998,0.2078,12.593261760443095,-0.83815545,-0.029668006,-2.921922741,-0.100517506
0.163,0.3433,10.931122859815252,-0.90542512,-0.014039709,-2.063126793,-0.031784794
0.19,0.41859999999999997,9.787459226476006,-0.451354848,-0.003964857,-1.585877089,-0.013882132
0.195,0.8815000000000001,7.515344571180436,-0.367267761,-0.001036936,1.3479726839800914,0.003802172
0.155,0.4019,9.114710140960932,-1.03996446,-0.006520084,-1.691721313,-0.010591048
0.29,0.5746,9.018695487721343,1.2303869000635113,0.007350217,-0.597152603,-0.003572066
0.311,0.40869999999999995,8.167351987,1.5835526672140334,0.006183046,-1.648623066,-0.006436542
0.28,0.7216,8.669570872,1.062212725,0.005332937,0.334530086,0.001681683
0.168,0.6679999999999999,8.355850041007475,-0.821338033,-0.003527181,-0.005185507,-2.23E-05
0.215,0.6648000000000001,10.34019289638035,-0.030919411,-0.000358518,-0.025467035,-0.000295303
0.212,0.2059,13.304948232865481,-0.081371664,-0.004149231,-2.933964898,-0.141383004
0.16899999999999998,0.7583,7.6324011266014535,-0.804520615,-0.002407231,0.5671338590278592,0.001697358
0.138,0.5229,12.561874708619237,-1.325860557,-0.045917924,-0.924826039,-0.03219588
0.19,0.3651,10.862780300954826,-0.451354848,-0.006781122,-1.924958884,-0.028692785
0.156,0.7448999999999999,10.046981652174857,-1.023147043,-0.0102105,0.482204961,0.004821315
0.191,0.5355,13.341118111936073,-0.434537431,-0.022415238,-0.844967522,-0.043249317
0.221,0.6798000000000001,10.754151170971056,0.069985094,0.00099788,0.069602627,0.000992429
0.203,0.4772,10.940029383003269,-0.232728421,-0.003638194,-1.214471609,-0.018882983
0.174,0.41869999999999996,8.601718146485926,-0.720433528,-0.003498595,-1.585243292,-0.007687009
0.17,0.4879,9.605283652624765,-0.787703198,-0.006311837,-1.14665525,-0.009178823
0.177,0.3372,9.637175506,-0.669981276,-0.005456467,-2.101788456,-0.017047033
0.146,0.5478999999999999,6.736966958001855,-1.191321218,-0.00227818,-0.766376602,-0.001465967
0.248,0.5286,8.811503250158239,0.5240553657624677,0.002827047,-0.888699567,-0.004790851
0.21,0.7602,7.2399325913204695,-0.115006499,-0.000283009,0.5791760162308563,0.001424676
0.155,0.3887,13.189167455229162,-1.03996446,-0.049222517,-1.775382616,-0.082897592
0.207,0.8621,7.242797922793756,-0.165458751,-0.000407728,1.2250159209600153,0.003015983
0.225,0.8337,9.020389788017736,0.13725476364522946,0.000822518,1.0450173606625854,0.006250546
0.184,0.3981,8.896998552743824,-0.552259353,-0.003109004,-1.715805628,-0.009637172
0.19399999999999998,0.39299999999999996,10.846108579656313,-0.384085178,-0.00572469,-1.748129313,-0.025867634
0.177,0.39770000000000005,12.610303659123524,-0.669981276,-0.023968355,-1.718340819,-0.060619527
0.255,0.5554,9.649046814,0.641777288,0.00525825,-0.718841771,-0.005888357
0.21100000000000002,0.8129000000000001,8.606485298894999,-0.098189081,-0.00047847,0.9131874291771442,0.004443768
0.223,0.773,10.030516600664669,0.10361992867851305,0.001028907,0.6603021279142053,0.006543929
0.213,0.6096,11.896301734391395,-0.064554246,-0.001628986,-0.375323392,-0.009445111
0.152,0.5538000000000001,6.568077911411976,-1.090416713,-0.001916604,-0.728982535,-0.001281602
0.245,0.8031999999999999,9.532061486651386,0.473603113,0.003661938,0.8517090476671055,0.006578755
0.22699999999999998,0.5928,10.147805339081744,0.1708895986119454,0.001798876,-0.481801413,-0.005065919
0.207,0.6520999999999999,10.628036496235605,-0.165458751,-0.002214081,-0.105959349,-0.001418284
0.23399999999999999,0.7304,10.2456223,0.28861152099545284,0.003188818,0.39030428746806045,0.004310712
0.295,0.6185,9.843259726985641,1.3144739874803022,0.011840548265663385,-0.318915392,-0.002881815
0.128,0.38380000000000003,8.397508348470257,-1.494034732,-0.006544151,-1.806438705,-0.007908737
0.153,0.5669,9.693136823020671,-1.073599295,-0.008980569,-0.64595503,-0.005410159
0.23600000000000002,0.802,8.398860004454372,0.32224635596216966,0.001414989,0.8441034746967925,0.003703517
0.16,0.26789999999999997,9.749636827717868,-0.955877373,-0.008227128,-2.541010295,-0.021764329
0.289,0.7451000000000001,9.437555622660446,1.213569482580153,0.008933769,0.48347255635440656,0.003565835
0.266,0.5133,11.977055629140507,0.8267688804629153,0.021569083,-0.985670622,-0.025676011
0.214,0.8098000000000001,8.804775258867686,-0.047736829,-0.000256884,0.8935396990038332,0.00480075
0.243,0.6043,9.391160803,0.43996827834567664,0.003170999,-0.408914672,-0.002947415
0.17300000000000001,0.3475,10.065138605538023,-0.737250945,-0.007431792,-2.036507288,-0.020433613
0.248,0.46380000000000005,8.717354666338522,0.5240553657624677,0.002697172,-1.299400507,-0.006678346
0.184,0.3197,6.549650742,-0.552259353,-0.000962112,-2.212703062,-0.003850957
0.17800000000000002,0.2402,8.903679332926599,-0.653163858,-0.003688613,-2.716572271,-0.015278488
0.226,0.7717,7.774435510302958,0.15407218112858767,0.000495263,0.6520627571963654,0.002094882
0.174,0.2989,10.239745480480591,-0.720433528,-0.007923413,-2.344532993,-0.025621741
0.16899999999999998,0.665,10.058352263097044,-0.804520615,-0.008080578,-0.024199439,-0.000243726
0.203,0.8681,8.479283618343016,-0.232728421,-0.001063974,1.263043785811585,0.00576484
0.20600000000000002,0.5920000000000001,12.440452828770372,-0.182276169,-0.006028586,-0.486871795,-0.016045556
0.225,0.8164,9.214631153,0.13725476364522946,0.000906383,0.9353703503405596,0.006165524
0.258,0.4817,11.997263365899116,0.6922295405960497,0.018264419,-1.185950711,-0.03114391
0.222,0.3293,13.196503777603684,0.086802511,0.004192487,-2.151858478,-0.100105352
0.215,0.5488000000000001,12.191694777584217,-0.030919411,-0.000904642,-0.760672422,-0.022088762
0.19,0.38770000000000004,12.418503015094444,-0.451354848,-0.014719684,-1.781720593,-0.057185362
0.192,0.8631,10.20784235927516,-0.417720013,-0.004526832,1.231353898435277,0.013302842374983264
